Cluster,Q46,Q47,Q48,Q49,Q50,Q1,Q2,Q3,Q4,Q5,DBSCAN_Cluster,PCA1,PCA2,TSNE1,TSNE2
0,0.7858915071198167,0.8167364261192175,-0.6453786227933253,-0.9173700346727973,-0.8335589652504982,-0.21168113218675447,0.5319755806566377,0.49918527694451537,0.3989401090462968,0.19409207662453068,96.73778301403544,-1.904192731574676,0.002733891084689488,-32.294903,-1.4359006
1,-0.41420485691563036,-0.3648545105617027,0.5366274351383998,0.6853568202870857,0.6500596265054961,-0.24851317497941294,-0.022219075466507587,0.004685232595716257,0.10603512567144548,0.024446569162778105,153.0335954253038,1.1490050391529654,-0.42672784229484134,30.949547,-8.330511
2,0.23012560326467316,0.15356673255179498,-0.1136235659389168,-0.1061878807417476,-0.01822524057091906,2.5742645193086986,0.5157991914608194,0.19558170430903082,0.06800237402543666,0.45379585043448234,64.18474807081253,-0.9045327843447053,-1.4003336814552692,-74.77017,-69.87249
3,0.0005252276262311263,-0.0737336435455161,-0.3314727714197353,-0.3685466014812887,-0.40309346057751927,-0.3017492171092459,-0.5200592645044693,-0.4333927837317665,-0.4769519970703117,-0.32746088057863504,128.28484916035072,-0.11440585866412491,1.1218656903084787,0.8620617,38.110565
