,0
TSNE1,45.37395095825195
TSNE2,44.62767791748047
DBSCAN_Cluster,38.55685957031201
Q1,1.4146061004157415
PCA1,1.289773847607239
PCA2,1.0453481042128963
Q49,0.6667111164624907
Q50,0.62948744985399
Q47,0.5028307812259092
Q2,0.5020360178014829
Q46,0.5004819621506684
Q48,0.5001934004596841
Q3,0.39055195774067913
Q4,0.36523917247934823
Q5,0.3274630861850169
